Data,CACiE_Al
'2020-03-28',2.0
'2020-03-29',2.0
'2020-03-30',2.0
'2020-03-31',2.0
'2020-04-01',2.0
'2020-04-02',2.0
'2020-04-03',2.0
'2020-04-04',2.0
'2020-04-05',4.0
'2020-04-06',4.0
'2020-04-07',4.0
'2020-04-08',6.0
'2020-04-09',6.0
'2020-04-10',6.0
'2020-04-11',7.0
'2020-04-12',7.0
'2020-04-13',7.0
'2020-04-14',9.0
'2020-04-15',10.0
'2020-04-16',11.0
'2020-04-17',13.0
'2020-04-18',15.0
'2020-04-19',18.0
'2020-04-20',18.0
'2020-04-21',18.0
'2020-04-22',19.0
'2020-04-23',20.0
'2020-04-24',22.0
'2020-04-25',22.0
'2020-04-26',22.0
'2020-04-27',23.0
'2020-04-28',23.0
'2020-04-29',29.0
'2020-04-30',30.0
'2020-05-01',30.0
'2020-05-02',30.0
'2020-05-03',30.0
'2020-05-04',52.0
'2020-05-05',54.0
'2020-05-06',67.0
'2020-05-07',86.0
'2020-05-08',89.0
'2020-05-09',91.0
'2020-05-10',92.0
'2020-05-11',98.0
'2020-05-12',99.0
'2020-04-24',1.0
'2020-04-25',1.0
'2020-04-26',1.0
'2020-04-27',1.0
'2020-04-28',1.0
'2020-04-29',1.0
'2020-04-30',1.0
'2020-05-01',1.0
'2020-05-02',1.0
'2020-05-03',1.0
'2020-05-04',1.0
'2020-05-05',1.0
'2020-05-06',1.0
'2020-05-07',1.0
'2020-05-08',1.0
'2020-05-09',2.0
'2020-05-10',2.0
'2020-05-11',3.0
'2020-05-12',3.0
'2020-04-06',1.0
'2020-04-07',1.0
'2020-04-08',1.0
'2020-04-09',1.0
'2020-04-10',2.0
'2020-04-11',4.0
'2020-04-12',5.0
'2020-04-13',3.0
'2020-04-14',3.0
'2020-04-15',3.0
'2020-04-16',2.0
'2020-04-17',2.0
'2020-04-18',5.0
'2020-04-19',5.0
'2020-04-20',5.0
'2020-04-21',8.0
'2020-04-22',11.0
'2020-04-23',11.0
'2020-04-24',11.0
'2020-04-25',9.0
'2020-04-26',10.0
'2020-04-27',14.0
'2020-04-28',14.0
'2020-04-29',19.0
'2020-04-30',20.0
'2020-05-01',25.0
'2020-05-02',25.0
'2020-05-03',25.0
'2020-05-04',30.0
'2020-05-05',32.0
'2020-05-06',41.0
'2020-05-07',71.0
'2020-05-08',72.0
'2020-05-09',76.0
'2020-05-10',76.0
'2020-05-11',90.0
'2020-05-12',91.0
'2020-04-10',2.0
'2020-04-11',2.0
'2020-04-12',2.0
'2020-04-13',2.0
'2020-04-14',2.0
'2020-04-15',2.0
'2020-04-16',2.0
'2020-04-17',2.0
'2020-04-18',2.0
'2020-04-19',2.0
'2020-04-20',2.0
'2020-04-21',2.0
'2020-04-22',2.0
'2020-04-23',2.0
'2020-04-24',3.0
'2020-04-25',3.0
'2020-04-26',3.0
'2020-04-27',3.0
'2020-04-28',3.0
'2020-04-29',3.0
'2020-04-30',3.0
'2020-05-01',3.0
'2020-05-02',3.0
'2020-05-03',3.0
'2020-05-04',3.0
'2020-05-05',5.0
'2020-05-06',5.0
'2020-05-07',6.0
'2020-05-08',8.0
'2020-05-09',8.0
'2020-05-10',10.0
'2020-05-11',10.0
'2020-05-12',12.0
'2020-04-15',2.0
'2020-04-16',2.0
'2020-04-17',4.0
'2020-04-18',5.0
'2020-04-19',5.0
'2020-04-20',5.0
'2020-04-21',5.0
'2020-04-22',5.0
'2020-04-23',5.0
'2020-04-24',6.0
'2020-04-25',7.0
'2020-04-26',8.0
'2020-04-27',9.0
'2020-04-28',9.0
'2020-04-29',9.0
'2020-04-30',9.0
'2020-05-01',10.0
'2020-05-02',10.0
'2020-05-03',10.0
'2020-05-04',20.0
'2020-05-05',20.0
'2020-05-06',21.0
'2020-05-07',22.0
'2020-05-08',29.0
'2020-05-09',33.0
'2020-05-10',35.0
'2020-05-11',40.0
'2020-05-12',40.0
'2020-04-16',1.0
'2020-04-17',1.0
'2020-04-18',1.0
'2020-04-19',1.0
'2020-04-20',1.0
'2020-04-21',1.0
'2020-04-22',1.0
'2020-04-23',1.0
'2020-04-24',2.0
'2020-04-25',2.0
'2020-04-26',2.0
'2020-04-27',3.0
'2020-04-28',3.0
'2020-04-29',4.0
'2020-04-30',4.0
'2020-05-01',4.0
'2020-05-02',4.0
'2020-05-03',4.0
'2020-05-04',5.0
'2020-05-05',4.0
'2020-05-06',5.0
'2020-05-07',6.0
'2020-05-08',6.0
'2020-05-09',7.0
'2020-05-10',8.0
'2020-05-11',10.0
'2020-05-12',10.0
'2020-04-10',1.0
'2020-04-11',2.0
'2020-04-12',2.0
'2020-04-13',3.0
'2020-04-14',3.0
'2020-04-15',3.0
'2020-04-16',3.0
'2020-04-17',3.0
'2020-04-18',6.0
'2020-04-19',7.0
'2020-04-20',7.0
'2020-04-21',8.0
'2020-04-22',13.0
'2020-04-23',14.0
'2020-04-24',17.0
'2020-04-25',19.0
'2020-04-26',20.0
'2020-04-27',20.0
'2020-04-28',21.0
'2020-04-29',22.0
'2020-04-30',22.0
'2020-05-01',23.0
'2020-05-02',23.0
'2020-05-03',23.0
'2020-05-04',36.0
'2020-05-05',36.0
'2020-05-06',38.0
'2020-05-07',45.0
'2020-05-08',50.0
'2020-05-09',52.0
'2020-05-10',52.0
'2020-05-11',53.0
'2020-05-12',56.0
'2020-04-15',1.0
'2020-04-16',1.0
'2020-04-17',1.0
'2020-04-18',1.0
'2020-04-19',1.0
'2020-04-20',1.0
'2020-04-21',1.0
'2020-04-22',1.0
'2020-04-23',1.0
'2020-04-24',1.0
'2020-04-25',1.0
'2020-04-26',1.0
'2020-04-27',1.0
'2020-04-28',1.0
'2020-04-29',1.0
'2020-04-30',1.0
'2020-05-01',1.0
'2020-05-02',1.0
'2020-05-03',1.0
'2020-05-04',1.0
'2020-05-05',1.0
'2020-05-06',1.0
'2020-05-07',1.0
'2020-05-08',1.0
'2020-05-09',1.0
'2020-05-10',1.0
'2020-05-11',1.0
'2020-05-12',1.0
'2020-04-06',1.0
'2020-04-07',1.0
'2020-04-08',1.0
'2020-04-09',1.0
'2020-04-10',1.0
'2020-04-11',1.0
'2020-04-12',1.0
'2020-04-13',1.0
'2020-04-14',1.0
'2020-04-15',1.0
'2020-04-16',1.0
'2020-04-17',3.0
'2020-04-18',3.0
'2020-04-19',3.0
'2020-04-20',3.0
'2020-04-21',4.0
'2020-04-22',4.0
'2020-04-23',4.0
'2020-04-24',4.0
'2020-04-25',4.0
'2020-04-26',4.0
'2020-04-27',5.0
'2020-04-28',5.0
'2020-04-29',5.0
'2020-04-30',5.0
'2020-05-01',5.0
'2020-05-02',5.0
'2020-05-03',5.0
'2020-05-04',10.0
'2020-05-05',10.0
'2020-05-06',10.0
'2020-05-07',10.0
'2020-05-08',11.0
'2020-05-09',11.0
'2020-05-10',12.0
'2020-05-11',13.0
'2020-05-12',13.0
'2020-05-08',3.0
'2020-05-09',3.0
'2020-05-10',3.0
'2020-05-11',5.0
'2020-05-12',7.0
'2020-03-31',1.0
'2020-04-01',1.0
'2020-04-02',1.0
'2020-04-03',1.0
'2020-04-04',1.0
'2020-04-05',1.0
'2020-04-06',1.0
'2020-04-07',1.0
'2020-04-08',2.0
'2020-04-09',2.0
'2020-04-10',2.0
'2020-04-11',2.0
'2020-04-12',2.0
'2020-04-13',1.0
'2020-04-14',1.0
'2020-04-15',3.0
'2020-04-16',3.0
'2020-04-17',3.0
'2020-04-18',3.0
'2020-04-19',3.0
'2020-04-20',3.0
'2020-04-21',4.0
'2020-04-22',4.0
'2020-04-23',4.0
'2020-04-24',4.0
'2020-04-25',4.0
'2020-04-26',4.0
'2020-04-27',7.0
'2020-04-28',7.0
'2020-04-29',7.0
'2020-04-30',7.0
'2020-05-01',8.0
'2020-05-02',8.0
'2020-05-03',8.0
'2020-05-04',11.0
'2020-05-05',11.0
'2020-05-06',11.0
'2020-05-07',13.0
'2020-05-08',13.0
'2020-05-09',13.0
'2020-05-10',13.0
'2020-05-11',13.0
'2020-05-12',14.0
'2020-04-24',1.0
'2020-04-25',1.0
'2020-04-26',1.0
'2020-04-27',2.0
'2020-04-28',2.0
'2020-04-29',4.0
'2020-04-30',4.0
'2020-05-01',4.0
'2020-05-02',4.0
'2020-05-03',4.0
'2020-05-04',4.0
'2020-05-05',4.0
'2020-05-06',4.0
'2020-05-07',5.0
'2020-05-08',6.0
'2020-05-09',7.0
'2020-05-10',7.0
'2020-05-11',8.0
'2020-05-12',8.0
'2020-04-16',1.0
'2020-04-17',2.0
'2020-04-18',2.0
'2020-04-19',3.0
'2020-04-20',5.0
'2020-04-21',5.0
'2020-04-22',6.0
'2020-04-23',6.0
'2020-04-24',9.0
'2020-04-25',16.0
'2020-04-26',16.0
'2020-04-27',17.0
'2020-04-28',17.0
'2020-04-29',23.0
'2020-04-30',23.0
'2020-05-01',41.0
'2020-05-02',41.0
'2020-05-03',41.0
'2020-05-04',47.0
'2020-05-05',47.0
'2020-05-06',64.0
'2020-05-07',93.0
'2020-05-08',107.0
'2020-05-09',109.0
'2020-05-10',111.0
'2020-05-11',138.0
'2020-05-12',141.0
'2020-04-21',1.0
'2020-04-22',1.0
'2020-04-23',1.0
'2020-04-24',1.0
'2020-04-25',1.0
'2020-04-26',1.0
'2020-04-27',1.0
'2020-04-28',1.0
'2020-04-29',1.0
'2020-04-30',1.0
'2020-05-01',1.0
'2020-05-02',1.0
'2020-05-03',1.0
'2020-05-04',1.0
'2020-05-05',1.0
'2020-05-06',1.0
'2020-05-07',3.0
'2020-05-08',3.0
'2020-05-09',3.0
'2020-05-10',3.0
'2020-05-11',6.0
'2020-05-12',6.0
'2020-04-10',1.0
'2020-04-11',1.0
'2020-04-12',1.0
'2020-04-13',1.0
'2020-04-14',1.0
'2020-04-15',1.0
'2020-04-16',1.0
'2020-04-17',2.0
'2020-04-18',3.0
'2020-04-19',3.0
'2020-04-20',3.0
'2020-04-21',3.0
'2020-04-22',3.0
'2020-04-23',4.0
'2020-04-24',4.0
'2020-04-25',4.0
'2020-04-26',4.0
'2020-04-27',5.0
'2020-04-28',5.0
'2020-04-29',5.0
'2020-04-30',5.0
'2020-05-01',5.0
'2020-05-02',5.0
'2020-05-03',5.0
'2020-05-04',10.0
'2020-05-05',10.0
'2020-05-06',10.0
'2020-05-07',10.0
'2020-05-08',13.0
'2020-05-09',13.0
'2020-05-10',16.0
'2020-05-11',17.0
'2020-05-12',20.0
'2020-04-06',1.0
'2020-04-07',1.0
'2020-04-08',1.0
'2020-04-09',1.0
'2020-04-10',2.0
'2020-04-11',2.0
'2020-04-12',2.0
'2020-04-13',2.0
'2020-04-14',2.0
'2020-04-15',3.0
'2020-04-16',3.0
'2020-04-17',4.0
'2020-04-18',4.0
'2020-04-19',4.0
'2020-04-20',4.0
'2020-04-21',5.0
'2020-04-22',5.0
'2020-04-23',5.0
'2020-04-24',4.0
'2020-04-25',4.0
'2020-04-26',4.0
'2020-04-27',4.0
'2020-04-28',4.0
'2020-04-29',4.0
'2020-04-30',4.0
'2020-05-01',4.0
'2020-05-02',4.0
'2020-05-03',4.0
'2020-05-04',6.0
'2020-05-05',6.0
'2020-05-06',7.0
'2020-05-07',8.0
'2020-05-08',8.0
'2020-05-09',8.0
'2020-05-10',8.0
'2020-05-11',9.0
'2020-05-12',9.0
'2020-04-10',1.0
'2020-04-11',1.0
'2020-04-12',1.0
'2020-04-13',1.0
'2020-04-14',1.0
'2020-04-15',1.0
'2020-04-16',1.0
'2020-04-17',1.0
'2020-04-18',1.0
'2020-04-19',1.0
'2020-04-20',1.0
'2020-04-22',1.0
'2020-04-23',1.0
'2020-04-24',1.0
'2020-04-25',1.0
'2020-04-26',1.0
'2020-04-27',1.0
'2020-04-28',1.0
'2020-04-29',1.0
'2020-04-30',1.0
'2020-05-01',1.0
'2020-05-02',1.0
'2020-05-03',1.0
'2020-05-04',1.0
'2020-05-05',1.0
'2020-05-06',1.0
'2020-05-07',6.0
'2020-05-08',6.0
'2020-05-09',6.0
'2020-05-10',6.0
'2020-05-11',17.0
'2020-05-12',17.0
'2020-03-28',4.0
'2020-03-29',5.0
'2020-03-30',5.0
'2020-03-31',5.0
'2020-04-01',5.0
'2020-04-02',5.0
'2020-04-03',5.0
'2020-04-04',5.0
'2020-04-05',7.0
'2020-04-06',10.0
'2020-04-07',11.0
'2020-04-08',14.0
'2020-04-09',14.0
'2020-04-10',14.0
'2020-04-11',14.0
'2020-04-12',14.0
'2020-04-13',17.0
'2020-04-14',17.0
'2020-04-15',20.0
'2020-04-16',21.0
'2020-04-17',21.0
'2020-04-18',24.0
'2020-04-19',28.0
'2020-04-20',29.0
'2020-04-21',32.0
'2020-04-22',69.0
'2020-04-23',75.0
'2020-04-24',79.0
'2020-04-25',90.0
'2020-04-26',92.0
'2020-04-27',104.0
'2020-04-28',104.0
'2020-04-29',121.0
'2020-04-30',123.0
'2020-05-01',141.0
'2020-05-02',141.0
'2020-05-03',142.0
'2020-05-04',161.0
'2020-05-05',170.0
'2020-05-06',171.0
'2020-05-07',236.0
'2020-05-08',256.0
'2020-05-09',261.0
'2020-05-10',270.0
'2020-05-11',308.0
'2020-05-12',324.0
'2020-04-23',1.0
'2020-04-24',1.0
'2020-04-25',1.0
'2020-04-26',1.0
'2020-04-27',1.0
'2020-04-28',1.0
'2020-04-29',6.0
'2020-04-30',6.0
'2020-05-01',6.0
'2020-05-02',6.0
'2020-05-03',6.0
'2020-05-04',8.0
'2020-05-05',8.0
'2020-05-06',8.0
'2020-05-07',9.0
'2020-05-08',9.0
'2020-05-09',9.0
'2020-05-10',9.0
'2020-05-11',9.0
'2020-05-12',9.0
'2020-04-10',1.0
'2020-04-11',1.0
'2020-04-12',1.0
'2020-04-13',1.0
'2020-04-14',1.0
'2020-04-15',2.0
'2020-04-16',4.0
'2020-04-17',4.0
'2020-04-18',4.0
'2020-04-19',4.0
'2020-04-20',4.0
'2020-04-21',4.0
'2020-04-22',4.0
'2020-04-23',4.0
'2020-04-24',4.0
'2020-04-25',4.0
'2020-04-26',4.0
'2020-04-27',5.0
'2020-04-28',5.0
'2020-04-29',6.0
'2020-04-30',6.0
'2020-05-01',6.0
'2020-05-02',6.0
'2020-05-03',6.0
'2020-05-04',7.0
'2020-05-05',7.0
'2020-05-06',7.0
'2020-05-07',7.0
'2020-05-08',7.0
'2020-05-09',7.0
'2020-05-10',8.0
'2020-05-11',8.0
'2020-05-12',16.0
'2020-05-04',1.0
'2020-05-05',2.0
'2020-05-06',4.0
'2020-05-07',4.0
'2020-05-08',5.0
'2020-05-09',5.0
'2020-05-10',5.0
'2020-05-11',6.0
'2020-05-12',6.0
'2020-04-15',4.0
'2020-04-16',4.0
'2020-04-17',4.0
'2020-04-18',4.0
'2020-04-19',4.0
'2020-04-20',4.0
'2020-04-21',5.0
'2020-04-22',12.0
'2020-04-23',12.0
'2020-04-24',14.0
'2020-04-25',14.0
'2020-04-26',14.0
'2020-04-27',14.0
'2020-04-28',17.0
'2020-04-29',18.0
'2020-04-30',18.0
'2020-05-01',18.0
'2020-05-02',18.0
'2020-05-03',19.0
'2020-05-04',34.0
'2020-05-05',35.0
'2020-05-06',36.0
'2020-05-07',47.0
'2020-05-08',54.0
'2020-05-09',54.0
'2020-05-10',54.0
'2020-05-11',60.0
'2020-05-12',66.0
'2020-05-04',1.0
'2020-05-05',1.0
'2020-05-06',3.0
'2020-05-07',15.0
'2020-05-08',15.0
'2020-05-09',15.0
'2020-05-10',15.0
'2020-05-11',13.0
'2020-05-12',20.0
'2020-04-01',1.0
'2020-04-02',1.0
'2020-04-03',1.0
'2020-04-04',1.0
'2020-04-05',1.0
'2020-04-06',1.0
'2020-04-07',2.0
'2020-04-08',1.0
'2020-04-09',1.0
'2020-04-10',2.0
'2020-04-11',3.0
'2020-04-12',3.0
'2020-04-13',3.0
'2020-04-14',3.0
'2020-04-15',3.0
'2020-04-16',1.0
'2020-04-17',2.0
'2020-04-18',3.0
'2020-04-19',3.0
'2020-04-20',4.0
'2020-04-21',4.0
'2020-04-22',4.0
'2020-04-23',4.0
'2020-04-24',4.0
'2020-04-25',4.0
'2020-04-26',4.0
'2020-04-27',5.0
'2020-04-28',5.0
'2020-04-29',6.0
'2020-04-30',6.0
'2020-05-01',6.0
'2020-05-02',7.0
'2020-05-03',7.0
'2020-05-04',10.0
'2020-05-05',10.0
'2020-05-06',11.0
'2020-05-07',29.0
'2020-05-08',31.0
'2020-05-09',32.0
'2020-05-10',33.0
'2020-05-11',34.0
'2020-05-12',34.0
'2020-04-13',1.0
'2020-04-14',1.0
'2020-04-15',1.0
'2020-04-19',2.0
'2020-04-20',2.0
'2020-04-21',2.0
'2020-04-22',2.0
'2020-04-23',2.0
'2020-04-24',3.0
'2020-04-25',3.0
'2020-04-26',3.0
'2020-04-27',3.0
'2020-04-28',3.0
'2020-04-29',3.0
'2020-04-30',3.0
'2020-05-01',8.0
'2020-05-02',8.0
'2020-05-03',8.0
'2020-05-04',12.0
'2020-05-05',13.0
'2020-05-06',17.0
'2020-05-07',25.0
'2020-05-08',25.0
'2020-05-09',27.0
'2020-05-10',27.0
'2020-05-11',30.0
'2020-05-12',31.0
'2020-04-17',1.0
'2020-04-18',1.0
'2020-04-19',1.0
'2020-04-20',1.0
'2020-04-21',1.0
'2020-04-22',1.0
'2020-04-23',1.0
'2020-04-24',1.0
'2020-04-26',1.0
'2020-04-27',1.0
'2020-04-28',1.0
'2020-04-29',1.0
'2020-04-30',1.0
'2020-05-01',1.0
'2020-05-02',1.0
'2020-05-03',1.0
'2020-05-04',3.0
'2020-05-05',5.0
'2020-05-06',5.0
'2020-05-07',5.0
'2020-05-08',6.0
'2020-05-09',11.0
'2020-05-10',17.0
'2020-05-11',17.0
'2020-05-12',17.0
'2020-05-01',1.0
'2020-05-02',1.0
'2020-05-03',1.0
'2020-05-04',1.0
'2020-05-05',1.0
'2020-05-06',1.0
'2020-05-07',2.0
'2020-05-08',2.0
'2020-05-09',3.0
'2020-05-10',3.0
'2020-05-11',4.0
'2020-05-12',4.0
'2020-04-24',1.0
'2020-04-25',1.0
'2020-04-26',1.0
'2020-04-27',2.0
'2020-04-28',2.0
'2020-04-29',2.0
'2020-04-30',2.0
'2020-05-01',2.0
'2020-05-02',3.0
'2020-05-03',3.0
'2020-05-04',4.0
'2020-05-05',5.0
'2020-05-06',9.0
'2020-05-07',10.0
'2020-05-08',10.0
'2020-05-09',12.0
'2020-05-10',13.0
'2020-05-11',13.0
'2020-05-12',13.0
'2020-04-22',3.0
'2020-04-23',3.0
'2020-04-24',3.0
'2020-04-25',4.0
'2020-04-26',4.0
'2020-04-27',5.0
'2020-04-28',5.0
'2020-04-29',5.0
'2020-04-30',5.0
'2020-05-01',5.0
'2020-05-02',5.0
'2020-05-03',5.0
'2020-05-04',10.0
'2020-05-05',10.0
'2020-05-06',10.0
'2020-05-07',18.0
'2020-05-08',19.0
'2020-05-09',19.0
'2020-05-10',19.0
'2020-05-11',21.0
'2020-05-12',24.0
'2020-04-19',1.0
'2020-04-20',1.0
'2020-04-21',1.0
'2020-04-22',1.0
'2020-04-23',1.0
'2020-04-24',1.0
'2020-04-26',1.0
'2020-04-27',2.0
'2020-04-28',2.0
'2020-04-29',1.0
'2020-04-30',1.0
'2020-05-01',1.0
'2020-05-02',1.0
'2020-05-03',1.0
'2020-05-04',3.0
'2020-05-05',3.0
'2020-05-06',3.0
'2020-05-07',4.0
'2020-05-08',4.0
'2020-05-09',4.0
'2020-05-10',4.0
'2020-05-11',4.0
'2020-05-12',4.0
'2020-05-04',4.0
'2020-05-05',5.0
'2020-05-06',5.0
'2020-05-07',6.0
'2020-05-08',7.0
'2020-05-09',7.0
'2020-05-10',8.0
'2020-05-11',8.0
'2020-05-12',9.0
'2020-04-09',1.0
'2020-04-10',1.0
'2020-04-11',1.0
'2020-04-12',1.0
'2020-04-13',1.0
'2020-04-14',1.0
'2020-04-15',1.0
'2020-04-16',1.0
'2020-04-17',3.0
'2020-04-18',3.0
'2020-04-19',3.0
'2020-04-20',3.0
'2020-04-21',3.0
'2020-04-22',3.0
'2020-04-23',3.0
'2020-04-24',3.0
'2020-04-25',3.0
'2020-04-26',3.0
'2020-04-27',3.0
'2020-04-28',3.0
'2020-04-29',3.0
'2020-04-30',3.0
'2020-05-01',3.0
'2020-05-02',3.0
'2020-05-03',3.0
'2020-05-04',6.0
'2020-05-05',6.0
'2020-05-06',6.0
'2020-05-07',8.0
'2020-05-08',8.0
'2020-05-09',8.0
'2020-05-10',8.0
'2020-05-11',9.0
'2020-05-12',10.0
'2020-04-19',1.0
'2020-04-20',1.0
'2020-04-23',1.0
'2020-04-24',1.0
'2020-04-25',1.0
'2020-04-26',1.0
'2020-04-27',1.0
'2020-04-28',1.0
'2020-04-29',1.0
'2020-04-30',1.0
'2020-05-01',17.0
'2020-05-02',17.0
'2020-05-03',17.0
'2020-05-04',18.0
'2020-05-05',18.0
'2020-05-06',18.0
'2020-05-07',33.0
'2020-05-08',33.0
'2020-05-09',33.0
'2020-05-10',34.0
'2020-05-11',36.0
'2020-05-12',41.0
'2020-03-17',5.0
'2020-03-18',9.0
'2020-03-19',20.0
'2020-03-20',55.0
'2020-03-21',68.0
'2020-03-22',112.0
'2020-03-23',163.0
'2020-03-24',182.0
'2020-03-25',200.0
'2020-03-26',235.0
'2020-03-27',282.0
'2020-03-28',314.0
'2020-03-29',348.0
'2020-03-30',372.0
'2020-03-31',390.0
'2020-04-01',444.0
'2020-04-02',550.0
'2020-04-03',627.0
'2020-04-04',730.0
'2020-04-05',823.0
'2020-04-06',1013.0
'2020-04-07',1051.0
'2020-04-08',1291.0
'2020-04-09',1425.0
'2020-04-10',1478.0
'2020-04-11',1582.0
'2020-04-12',1676.0
'2020-04-13',1800.0
'2020-04-14',2005.0
'2020-04-15',2157.0
'2020-04-16',2386.0
'2020-04-17',2684.0
'2020-04-18',3034.0
'2020-04-19',3252.0
'2020-04-20',3482.0
'2020-04-21',3716.0
'2020-04-22',3910.0
'2020-04-23',4598.0
'2020-04-24',4800.0
'2020-04-25',5421.0
'2020-04-26',5833.0
'2020-04-27',6726.0
'2020-04-28',6918.0
'2020-04-29',7267.0
'2020-04-30',7606.0
'2020-05-01',7879.0
'2020-05-02',8231.0
'2020-05-03',8370.0
'2020-05-04',11040.0
'2020-05-05',11470.0
'2020-05-06',12304.0
'2020-05-07',13888.0
'2020-05-08',14956.0
'2020-05-09',15879.0
'2020-05-10',16692.0
'2020-05-11',17599.0
'2020-05-12',18412.0
